3.970505674603173711e-03,-5.494041547169810618e-04
9.042681517857141180e-03,-2.532355384905660318e-03
1.364367493650793517e-02,-2.137953064150943834e-03
1.480346200992063363e-02,-3.484102883018868734e-03
1.489370131746031722e-02,-2.498384966037736112e-03
1.242816963293650462e-02,-4.024174966037736938e-03
1.029149663293650770e-02,-2.839816464150943156e-03
5.040659073412698081e-03,-3.212339532075472043e-03
1.499523293650793787e-03,-5.447979962264151320e-04
-3.115399682539681490e-03,-1.860934037735849833e-04
-5.413171043650792658e-03,2.781999973584905680e-03
-8.939771632936504425e-03,2.932275894339623004e-03
-9.366742853174602965e-03,5.140353120754716405e-03
-1.083237455952380801e-02,3.818385633962264290e-03
-9.575686216269840498e-03,4.140816728301886969e-03
-8.853166123015872649e-03,2.521752018867924518e-03
-6.049691259920633897e-03,2.481448132075471900e-03
-3.403680960317459307e-03,7.731391018867924585e-04
-5.634772023809515824e-05,8.508680264150943542e-04
1.532833105158730403e-03,8.912456603773581665e-05
3.756717248015872725e-03,1.101903664150943440e-03
4.138871630952381184e-03,7.040467245283018845e-04
5.770446761904760892e-03,1.488820977358490654e-03
5.144222305555555194e-03,7.881091169811321913e-04
6.233755958333331640e-03,1.749142679245282658e-04
5.038842174603174774e-03,-1.263358720754716776e-03
4.486504936507935970e-03,-2.592235445283018816e-03
3.354576978174602687e-03,-3.034426660377358489e-03
2.751972206349206050e-03,-3.236521864150943961e-03
6.728343353174602972e-04,-2.212803139622641739e-03
-1.099247636904761597e-03,-9.121391358490565753e-04
-5.253283948412697420e-03,4.236468264150943051e-04
-7.853266144841268559e-03,1.346103811320754581e-04
-1.115759944642856841e-02,1.386407698113206874e-04
-1.183166890476190260e-02,-1.658912581132075638e-03
-1.167662687301587211e-02,-2.232379313207546751e-03
-8.173040335317459035e-03,-4.822767694339623497e-03
-6.164761517857142957e-03,-5.111804139622641747e-03
-2.492809023809522840e-03,-6.259313373584905922e-03
-4.802907757936507533e-04,-5.154986875471698898e-03
2.787704549603174393e-03,-5.157289954716982351e-03
3.186211021825396516e-03,-2.113770732075471916e-03
3.557464011904761664e-03,-3.064292943396227059e-04
3.352154446428571178e-03,3.429741011320755137e-03
5.333785414682538917e-03,3.841416426415094482e-03
6.776403069444443539e-03,6.310893147169811639e-03
9.339441656746031231e-03,5.382752211320754494e-03
1.104066457539682605e-02,6.341984716981131746e-03
1.367395658333333056e-02,4.542704056603773591e-03
1.241847950595237685e-02,5.758154128301886179e-03
1.160814263690475821e-02,5.077018441509434030e-03
8.076091351190474790e-03,6.349469724528301884e-03
4.542828799603174095e-03,4.650373011320754410e-03
-4.203331150793647138e-04,4.603159886792452735e-03
-4.132863015873015217e-03,1.976498007547170064e-03
-7.235520549603173361e-03,7.921395056603773664e-04
-7.104703835317458839e-03,-2.208772750943396347e-03
-6.887281611111109939e-03,-3.280280369811320457e-03
-4.119539091269840830e-03,-5.150956486792453506e-03
-2.287499458333333222e-03,-4.489972743396226582e-03
-1.277909353174602877e-03,-4.281544071698113567e-03
-2.610516527777774075e-04,-2.172499252830188687e-03
2.500028904761904779e-03,-1.699216467924528472e-03
4.232744736111110524e-03,1.547623245283018213e-04
5.814657966269840168e-03,7.835029584905660446e-04
6.628628632936506282e-03,7.506840792452831304e-04
6.998064724206347689e-03,-4.751298490566038032e-04
5.682629986111110108e-03,-2.200136203773584917e-03
2.363155861111111266e-03,-2.853634939622641271e-03
