-1.240360111111111011e-03,-2.091241962264151475e-04
-1.432345751984126243e-03,-1.016353471698113516e-03
-2.060992740079364317e-03,-4.952817924528303290e-04
-1.641894748015872846e-03,-1.129204354716981020e-03
-1.670359496031745359e-03,-6.599519584905661970e-04
-5.129949543650788417e-04,-1.303086837735848965e-03
-1.847419027777777304e-04,-1.079112381132075462e-03
1.001087386904761815e-03,-1.546061698113207483e-03
1.091932327380952311e-03,-1.043414652830189100e-03
1.634579438492063342e-03,-1.266237569811320659e-03
1.066495744047619076e-03,-3.737943622641510697e-04
1.271199676587301576e-03,-2.603677094339623232e-04
2.428349503968255964e-04,8.192006867924528412e-04
6.538450000000030208e-05,1.265422290566037581e-03
-1.221585490079364535e-03,2.287989475471697860e-03
-1.435979549603174157e-03,3.029005222641509808e-03
-2.393485222222221410e-03,3.968085784905660100e-03
-2.204527746031745457e-03,4.335426924528301869e-03
-2.426189400793650475e-03,4.438489720754717517e-03
-1.620091962301586875e-03,4.105118999999999088e-03
-1.041712507936507284e-03,3.316314358490566119e-03
1.901448849206351154e-04,2.454962720754716964e-03
1.069523908730158788e-03,1.258513052830188741e-03
2.048832367063492012e-03,6.268935698113207436e-04
2.541817577380952112e-03,-1.429106679245283474e-04
2.504268335317460029e-03,-4.497959773584907011e-04
2.249296869047618611e-03,-8.401679094339624442e-04
1.354171388888889124e-03,-7.094681622641512168e-04
6.679892718253968445e-04,-8.660775509433963010e-04
-8.158114226190473417e-04,-5.033425698113207876e-04
-1.449303474206348977e-03,-7.538024377358491183e-04
-2.524907569444443268e-03,-4.192801773584907518e-04
-2.232992494047618404e-03,-8.948660415094341486e-04
-2.424978134920634937e-03,-9.737465056603773371e-04
-1.047163204365079156e-03,-1.613426766037735901e-03
-1.102490515873015363e-04,-1.685397992452830358e-03
1.872593182539682459e-03,-2.232379313207546751e-03
2.611465365079365056e-03,-2.000919849056603545e-03
4.083153400793649961e-03,-1.918584766037736153e-03
4.116463212301586794e-03,-1.095809705660377460e-03
4.490744367063491220e-03,-3.628547358490567289e-04
3.425436031746031170e-03,9.844466226415094640e-04
2.831310121031745900e-03,1.788221279245283141e-03
1.176115305555555613e-03,2.815394622641509675e-03
5.250598988095237993e-04,2.860304667924528331e-03
-4.100373551587297685e-04,3.021520215094339670e-03
-6.577412261904759527e-04,2.047317694339623011e-03
-1.151937702380952024e-03,1.563671052830188776e-03
-1.154360234126983751e-03,6.321492452830182430e-05
-1.344528976190475893e-03,-1.912753320754718035e-04
-1.275486821428570934e-03,-1.110779720754716867e-03
-1.670965128968253562e-03,-4.342501924528302678e-04
-2.125189831349205607e-03,-2.592161698113209221e-04
-2.778062136904760945e-03,1.143359090566037784e-03
-2.661174980158729012e-03,1.582671456603773792e-03
-2.361386676587300549e-03,2.794091139622641422e-03
-1.090163142857142678e-03,2.311596037735849131e-03
3.524545119047619982e-04,2.644966758490566259e-03
2.145128003968253729e-03,1.146237939622641666e-03
3.875421303571427965e-03,6.476212830188679158e-04
5.024306984126983115e-03,-1.500575883018867747e-03
5.739559482142856869e-03,-2.026253720754717189e-03
5.104856164682538937e-03,-3.747229686792453128e-03
4.369617779761904471e-03,-3.359736603773585267e-03
2.153606865079365097e-03,-4.085206566037735861e-03
5.838062936507936503e-04,-2.682055535849056996e-03
-2.170612301587301288e-03,-2.492051498113207701e-03
-3.473328748015872686e-03,-6.985285358490567675e-04
-5.654212952380950619e-03,4.824490943396221349e-05
-5.706297384920634361e-03,1.790524358490565944e-03
-6.178085442460317343e-03,2.195290535849056882e-03
-4.481707587301586408e-03,3.119976852830189280e-03
-3.208061521825396160e-03,2.480296592452830174e-03
-2.319812718253965562e-04,2.207381701886792624e-03
1.597030196428571476e-03,8.053822113207547264e-04
4.382336071428571088e-03,2.578251207547169275e-04
5.165419458333333179e-03,-5.211914339622641858e-04
6.164108170634920864e-03,-1.976088000000000519e-04
4.972222551587301108e-03,2.964016981132075522e-04
4.137660365079364778e-03,1.491124056603773673e-03
1.875621347222222171e-03,2.364566860377358571e-03
4.245248313492063982e-04,2.999065192452830559e-03
-1.319092392857142441e-03,2.997913652830189266e-03
-1.731528422619047153e-03,2.413507294339622619e-03
-2.200893948412697542e-03,1.247573426415094508e-03
-1.532275186507936092e-03,-3.334904754716981807e-04
-1.308190999999999564e-03,-1.440695822641509249e-03
-3.385726686507934085e-04,-2.547901169811321240e-03
-1.708123452380950872e-04,-2.605478150943396284e-03
9.142671626984133287e-05,-2.532355384905660318e-03
-5.523610952380950991e-04,-1.685397992452830358e-03
-7.703889523809519854e-04,-1.184478256603773479e-03
-1.414782396825396390e-03,-3.956736150943396431e-04
-1.606162404761904286e-03,-2.569130905660376861e-04
-1.696401712301587230e-03,-5.596942641509437518e-05
-1.194332007936507560e-03,-5.373129886792453198e-04
-3.757309920634922508e-05,-6.795281320754717512e-04
1.163397013888888779e-03,-1.139568211320755040e-03
2.757422902777777705e-03,-1.113082800000000103e-03
3.596224519841269285e-03,-1.173538630188679247e-03
4.650631462301585591e-03,-5.781926452830189094e-04
4.198223658730158153e-03,4.421452075471699099e-05
3.927505736111110840e-03,1.156601796226415253e-03
1.832621408730158649e-03,2.084166962264151317e-03
4.233135654761906977e-04,3.406134449056603865e-03
-2.240865722222221135e-03,4.133331720754717699e-03
-3.446075265873014843e-03,4.741344641509433883e-03
-5.134579892857141746e-03,4.424671245283019402e-03
-5.058875775793649811e-03,3.738929400000000347e-03
-4.943199884920632982e-03,2.201048233962264213e-03
-3.162639051587301346e-03,9.418396566037737184e-04
-2.140936287698412804e-03,-5.937384301886793969e-04
-7.754487301587293291e-05,-5.822230339622643013e-04
6.467921190476190766e-04,-6.893162188679246910e-04
1.468636013888888897e-03,8.934749924528303166e-04
1.023495805555555555e-03,1.849252879245282932e-03
8.533129503968254256e-04,3.697473973584906003e-03
4.929613531746031545e-04,3.815506784905660191e-03
7.521722500000000387e-04,4.070572811320755102e-03
1.334791134920634880e-03,2.218897098113207286e-03
2.366789658730158313e-03,8.479891773584905803e-04
3.376379763888888441e-03,-1.639336407547169975e-03
4.084364666666666366e-03,-2.829452607547170220e-03
4.236984166666666642e-03,-4.208997075471698247e-03
3.708872246031745968e-03,-3.937233724528302857e-03
2.575733021825396714e-03,-3.708653109433962015e-03
1.248791257936507837e-03,-2.242167400000000341e-03
-1.393194325396824012e-04,-1.487333177358490495e-03
-1.191909476190475617e-03,-7.439406037735851469e-05
-1.991950585317460009e-03,9.833688301886789318e-05
-2.000429446428570943e-03,6.608639886792452758e-04
-1.573458226190475873e-03,2.406257735849052953e-05
-6.395722380952375717e-04,-3.173689207547170468e-04
2.355673551587304717e-04,-1.384846150943396144e-03
1.154312519841269860e-03,-2.012435245283018641e-03
2.024607049603174315e-03,-2.581871588679245447e-03
2.020367619047619499e-03,-2.094770328301886683e-03
1.750860962301587290e-03,-1.161447464150943505e-03
6.177217380952381440e-04,8.905961433962264343e-04
8.718728571428602866e-05,2.945518600000000039e-03
-8.394311071428570527e-04,5.079321520754717482e-03
-3.809669742063489985e-04,5.949309705660377201e-03
2.282997599206349404e-04,6.014371694339622383e-03
2.441888142857142913e-03,4.496066701886792562e-03
4.089209730158729385e-03,2.556873977358490452e-03
5.830404422619047365e-03,-5.366634716981135604e-05
5.769235496031745354e-03,-1.763126916981132145e-03
5.128475849206348865e-03,-3.146701773584905781e-03
2.759239801587301446e-03,-3.128852909433962274e-03
1.217083630952381015e-04,-2.569204652830188625e-03
-3.423666847222221754e-03,-1.079688150943396542e-03
-5.986705434523808579e-03,6.148761509433961416e-05
-7.739407152777776772e-03,1.100176354716981284e-03
