-0.70382,-0.5156,-0.15518
-0.9521,-0.56713,-0.25862
-1.0946,-0.53022,-0.3742
-1.1162,-0.43897,-0.48079
-1.0432,-0.34781,-0.5549
-0.924,-0.30353,-0.57952
-0.80149,-0.3231,-0.55324
-0.69367,-0.38826,-0.49314
-0.59068,-0.45985,-0.43027
-0.46849,-0.50174,-0.39654
-0.30862,-0.50087,-0.41048
-0.1128,-0.47255,-0.4667
0.095455,-0.44845,-0.53751
0.2808,-0.45566,-0.58503
0.4112,-0.49966,-0.58005
0.46929,-0.56184,-0.51802
0.4561,-0.61135,-0.42331
0.38735,-0.62537,-0.33971
0.28617,-0.6033,-0.31118
0.17568,-0.56691,-0.36072
0.07482,-0.54629,-0.47912
-0.003412,-0.56056,-0.62738
-0.052155,-0.60431,-0.75371
-0.069983,-0.64991,-0.81544
-0.059833,-0.66345,-0.79782
-0.026903,-0.62545,-0.71974
0.02345,-0.54298,-0.62598
0.087304,-0.44648,-0.56626
0.16374,-0.37251,-0.57402
0.25496,-0.3433,-0.65006
0.36457,-0.35542,-0.76191
0.49418,-0.38544,-0.85786
0.64014,-0.40704,-0.88964
0.78977,-0.40946,-0.83459
0.92131,-0.40501,-0.70597
1.0086,-0.41897,-0.54609
1.03,-0.47055,-0.40666
0.9767,-0.55532,-0.32539
0.85827,-0.64231,-0.31023
0.69807,-0.68794,-0.33993
0.52184,-0.65884,-0.37829
0.34547,-0.5511,-0.39573
0.16895,-0.39383,-0.38369
-0.016473,-0.23681,-0.35608
-0.21339,-0.12776,-0.33663
-0.4027,-0.095311,-0.34055
-0.53959,-0.14179,-0.36357
-0.5682,-0.24982,-0.38404
-0.44923,-0.39193,-0.37547
-0.18444,-0.53939,-0.32456
0.17382,-0.66389,-0.24
0.53841,-0.73805,-0.14979
0.81917,-0.73862,-0.087074
0.95763,-0.6548,-0.073375
0.9452,-0.49809,-0.1095
0.81805,-0.30573,-0.17762
0.63244,-0.13068,-0.25235
0.43667,-0.022773,-0.31313
0.25287,-0.0068324,-0.35085
0.077426,-0.072669,-0.36532
-0.10288,-0.18139,-0.35905
-0.29328,-0.28463,-0.33227
-0.48143,-0.3471,-0.28313
-0.64162,-0.36014,-0.21346
-0.74776,-0.33837,-0.13598
-0.78794,-0.30618,-0.073477
-0.76949,-0.28084,-0.052131
-0.71434,-0.26364,-0.088482
-0.64583,-0.24313,-0.17878
-0.57745,-0.20486,-0.29757
-0.50727,-0.1428,-0.40663
-0.42379,-0.064193,-0.46989
-0.31718,0.012172,-0.4689
-0.19198,0.062883,-0.40809
-0.072118,0.067855,-0.30988
0.0038412,0.016999,-0.20287
-0.0019362,-0.083854,-0.11107
-0.10787,-0.21191,-0.048015
-0.3004,-0.33089,-0.017815
-0.53401,-0.4019,-0.018937
-0.74695,-0.39909,-0.047091
-0.88642,-0.32439,-0.093935
-0.93013,-0.21145,-0.14393
-0.89454,-0.11281,-0.17571
-0.82324,-0.074409,-0.16964
-0.76251,-0.10881,-0.1186
-0.73565,-0.18449,-0.03722
-0.73087,-0.24024,0.039956
-0.70986,-0.21871,0.072454
-0.63052,-0.10204,0.035224
-0.47316,0.072536,-0.065925
-0.2534,0.22906,-0.19222
-0.016796,0.29382,-0.29075
0.18033,0.23757,-0.31945
0.29496,0.093554,-0.27089
0.31219,-0.060628,-0.17567
0.24575,-0.14763,-0.086511
0.12689,-0.135,-0.049915
-0.0095165,-0.052863,-0.081114
-0.13721,0.026536,-0.157
-0.24152,0.035006,-0.23038
-0.31849,-0.048461,-0.25504
-0.36919,-0.18452,-0.21111
-0.39501,-0.29697,-0.11415
-0.39254,-0.31938,-0.0059313
-0.35233,-0.23417,0.068147
-0.26004,-0.081669,0.080657
-0.10397,0.065839,0.03417
0.1142,0.14839,-0.041314
0.37133,0.15044,-0.10352
0.62279,0.10368,-0.11478
0.8159,0.05987,-0.056316
0.9126,0.0529,0.065836
0.9098,0.076325,0.22298
0.84375,0.091895,0.37367
0.77459,0.060155,0.47569
0.75428,-0.026083,0.5001
0.79776,-0.12971,0.44031
0.87209,-0.18902,0.31647
0.91292,-0.15462,0.17013
0.85892,-0.02275,0.050595
0.68678,0.158,-0.0032269
0.42616,0.31135,0.021763
0.14718,0.37336,0.10706
-0.070761,0.32578,0.2095
-0.17296,0.20209,0.27951
-0.14705,0.065139,0.28212
-0.018818,-0.028084,0.21279
0.16713,-0.053273,0.099284
0.36912,-0.023456,-0.0087373
0.5602,0.029704,-0.062443
0.72726,0.079737,-0.034315
0.86241,0.121,0.068718
0.95608,0.16602,0.20722
0.99753,0.2291,0.3252
0.98021,0.31006,0.37351
0.9081,0.3897,0.33133
0.7958,0.44067,0.21607
0.66289,0.44428,0.07712
0.52561,0.40263,-0.025485
0.39121,0.33791,-0.047263
0.25845,0.27931,0.019391
0.12265,0.24816,0.14172
-0.017773,0.24916,0.26162
-0.15833,0.27342,0.3236
-0.28895,0.30956,0.30155
-0.39789,0.35264,0.21116
-0.47538,0.40633,0.099813
-0.51498,0.47445,0.021955
-0.51318,0.55176,0.0099437
-0.46863,0.61975,0.058839
-0.3822,0.65245,0.13248
-0.26031,0.62988,0.18732
-0.11728,0.55073,0.19916
0.022831,0.43591,0.17878
0.12877,0.32028,0.16468
0.16886,0.23673,0.1987
0.1204,0.20086,0.2995
-0.022302,0.20454,0.44866
-0.24485,0.2221,0.5994
-0.51563,0.22492,0.70165
-0.79495,0.19731,0.73026
-1.0456,0.14497,0.6973
-1.2407,0.093328,0.64354
-1.3655,0.074532,0.61312
-1.4155,0.11063,0.62756
-1.3899,0.20135,0.67387
-1.2908,0.32098,0.71556
-1.1237,0.42788,0.71775
-0.90289,0.48174,0.67089
-0.65355,0.46179,0.59835
-0.40923,0.37682,0.54369
-0.20229,0.26227,0.5434
-0.053322,0.16483,0.60359
0.034372,0.12317,0.69449
0.072005,0.15225,0.76566
0.075445,0.23935,0.77455
0.054703,0.35391,0.71061
0.0099163,0.46446,0.60133
-0.064112,0.5522,0.49641
-0.16767,0.61595,0.44001
-0.28878,0.66354,0.44636
-0.40391,0.69949,0.49473
-0.48717,0.71701,0.54227
-0.52213,0.6995,0.54996
-0.50792,0.63366,0.50314
-0.45579,0.52385,0.41759
-0.37822,0.39761,0.32721
-0.27797,0.29719,0.26409
-0.14773,0.26036,0.24196
0.022457,0.30012,0.25289
0.2317,0.39783,0.27689
0.46096,0.51282,0.29544
0.67577,0.60359,0.30095
0.83904,0.64953,0.2949
0.92761,0.65915,0.28089
0.94018,0.66112,0.25627
0.89476,0.68319,0.21253
0.81737,0.73288,0.14249
0.7301,0.79212,0.050898
0.64565,0.82804,-0.040925
0.56937,0.81283,-0.10045
0.50452,0.74111,-0.097764
0.45567,0.63366,-0.020509
0.42729,0.52555,0.11912
0.42055,0.44681,0.28864
0.43148,0.40759,0.44911
0.45468,0.39674,0.57109
0.48968,0.39267,0.64578
0.54352,0.37835,0.68483
0.62732,0.35035,0.71151
0.74545,0.3177,0.74622
0.88569,0.2912,0.7971
1.0174,0.27297,0.85492
1.1019,0.25322,0.89911
1.1098,0.2183,0.90862
1.0354,0.16271,0.87346
0.89958,0.09743,0.80104
0.73696,0.047377,0.7139
0.57722,0.039008,0.63991
0.43137,0.085426,0.59958
0.29105,0.1774,0.59552
0.14249,0.28663,0.61248
-0.016148,0.37892,0.6262
-0.16547,0.43008,0.61878
-0.27068,0.43655,0.5892
-0.29873,0.41526,0.55489
-0.23895,0.3931,0.5406
-0.11045,0.39398,0.56103
0.044605,0.42829,0.6078
0.18114,0.48973,0.64882
0.26952,0.56077,0.64299
0.30396,0.62156,0.56262
0.29614,0.65866,0.41028
0.2595,0.67022,0.22261
0.19637,0.66518,0.054884
0.095602,0.65947,-0.043826
-0.057038,0.66849,-0.052995
-0.26341,0.7005,0.011901
-0.50321,0.75247,0.11003
-0.7374,0.80986,0.19707
-0.92477,0.85135,0.24551
-1.04,0.85749,0.25408
-1.0851,0.81824,0.24097
-1.0847,0.73887,0.22996
-1.0696,0.63814,0.23621
-1.0548,0.54133,0.2618
-1.0294,0.46953,0.30042
-0.96099,0.43186,0.34761
-0.81486,0.42353,0.40504
-0.57902,0.42973,0.47747
-0.27801,0.43444,0.5644
0.029399,0.42797,0.65401
0.27125,0.4091,0.72388
0.3908,0.38208,0.75284
0.36867,0.35109,0.73441
0.22979,0.31573,0.68334
0.0303,0.27325,0.63017
-0.16577,0.22345,0.6051
-0.31243,0.17459,0.62008
-0.39663,0.14273,0.6618
